34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
10:21:12.0 (123094)|USER_INFO|[EXTERNAL]|0051U0000041CSU|tw@compliance.com|Central Standard Time|GMT-05:00
10:21:12.0 (157229)|EXECUTION_STARTED
10:21:12.0 (165303)|CODE_UNIT_STARTED|[EXTERNAL]|01p1U00000Pa1pB|UpdateTicketDate
10:21:12.0 (556423)|HEAP_ALLOCATE|[72]|Bytes:3
10:21:12.0 (614056)|HEAP_ALLOCATE|[77]|Bytes:152
10:21:12.0 (630146)|HEAP_ALLOCATE|[342]|Bytes:408
10:21:12.0 (643016)|HEAP_ALLOCATE|[355]|Bytes:408
10:21:12.0 (654761)|HEAP_ALLOCATE|[467]|Bytes:48
10:21:12.0 (677899)|HEAP_ALLOCATE|[139]|Bytes:6
10:21:12.0 (693270)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
10:21:12.0 (700264)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:9
10:21:12.0 (705310)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
10:21:12.0 (715329)|METHOD_ENTRY|[1]|01p1U00000Pa1pB|UpdateTicketDate.UpdateTicketDate()
10:21:12.0 (723503)|STATEMENT_EXECUTE|[1]
10:21:12.0 (728924)|STATEMENT_EXECUTE|[1]
10:21:12.0 (733873)|METHOD_EXIT|[1]|UpdateTicketDate
10:21:12.0 (741619)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
10:21:12.0 (756352)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
10:21:12.0 (764181)|SYSTEM_METHOD_ENTRY|[15]|BatchableContextImpl.BatchableContextImpl()
10:21:12.0 (768603)|STATEMENT_EXECUTE|[15]
10:21:12.0 (775275)|SYSTEM_METHOD_EXIT|[15]|BatchableContextImpl
10:21:12.0 (780554)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
10:21:12.0 (814236)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:140
10:21:12.0 (822481)|VARIABLE_SCOPE_BEGIN|[17]|this|UpdateTicketDate|true|false
10:21:12.0 (873001)|VARIABLE_ASSIGNMENT|[17]|this|{}|0x614c5972
10:21:12.0 (880614)|VARIABLE_SCOPE_BEGIN|[17]|BC|Database.BatchableContext|true|false
10:21:12.0 (1021934)|VARIABLE_ASSIGNMENT|[17]|BC|{"childJobId":"7071U00001JBF26QAH","jobId":"7071U00001JBF6QQAX"}|0x47a7698e
10:21:12.0 (1031742)|VARIABLE_SCOPE_BEGIN|[17]|scope|List<SObject>|true|false
10:21:12.0 (1051412)|VARIABLE_ASSIGNMENT|[17]|scope|"List of size 34 too large to display"|0x7c3d85e8
10:21:12.0 (1063212)|STATEMENT_EXECUTE|[17]
10:21:12.0 (1066446)|STATEMENT_EXECUTE|[19]
10:21:12.0 (1079952)|HEAP_ALLOCATE|[19]|Bytes:4
10:21:12.0 (1106830)|VARIABLE_SCOPE_BEGIN|[19]|combObjLst|List<Complaint__c>|true|false
10:21:12.0 (1116899)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:21:12.0 (1125559)|VARIABLE_ASSIGNMENT|[19]|combObjLst|[]|0xcebfd67
10:21:12.0 (1131555)|STATEMENT_EXECUTE|[20]
10:21:12.0 (1135379)|HEAP_ALLOCATE|[20]|Bytes:9
10:21:12.0 (1331036)|HEAP_ALLOCATE|[20]|Bytes:695
10:21:12.0 (1353318)|HEAP_ALLOCATE|[20]|Bytes:704
10:21:12.0 (1375957)|HEAP_ALLOCATE|[50]|Bytes:5
10:21:12.0 (1399523)|HEAP_ALLOCATE|[56]|Bytes:5
10:21:12.0 (1407127)|HEAP_ALLOCATE|[64]|Bytes:7
10:21:12.0 (1441051)|USER_DEBUG|[20]|DEBUG|scope----(Complaint__c:{Id=a011U00000LyM7TQAV, Default_Set__c=from btach job}, Complaint__c:{Id=a011U00000LyM7UQAV, Default_Set__c=from btach job}, Complaint__c:{Id=a011U00000LyM7VQAV, Default_Set__c=from btach job}, Complaint__c:{Id=a011U00000LyM7WQAV, Default_Set__c=from btach job}, Complaint__c:{Id=a011U00000LyM7XQAV, Default_Set__c=from btach job}, Complaint__c:{Id=a011U00000LyM7YQAV, Default_Set__c=from btach job}, Complaint__c:{Id=a011U00000LyM7ZQAV, Default_Set__c=from btach job}, Complaint__c:{Id=a011U00000LyM7aQAF, Default_Set__c=from btach job}, Complaint__c:{Id=a011U00000LyM7bQAF, Default_Set__c=from btach job}, Complaint__c:{Id=a011U00000LyM7cQAF, Default_Set__c=from btach job}, ...)
10:21:12.0 (1458282)|STATEMENT_EXECUTE|[21]
10:21:12.0 (1477200)|HEAP_ALLOCATE|[21]|Bytes:4
10:21:12.0 (1488973)|VARIABLE_SCOPE_BEGIN|[21]|testMap|Map<Id,String>|true|false
10:21:12.0 (1512280)|VARIABLE_ASSIGNMENT|[21]|testMap|{}|0x188ecd58
10:21:12.0 (1518745)|STATEMENT_EXECUTE|[22]
10:21:12.0 (1532900)|HEAP_ALLOCATE|[22]|Bytes:4
10:21:12.0 (1541494)|VARIABLE_SCOPE_BEGIN|[22]|testMapList|Map<Id,List<SObject>>|true|false
